active_non_passthrough_gates,augmentation_lodo_cell_accuracy,augmentation_lodo_pair_exact,augmentation_policy,dense_macs_per_cell_step,deployment_demo_cell_accuracy,deployment_demo_task_exact,deployment_eligible,device,elapsed_seconds,epochs_executed,hard_cell_accuracy,hard_demo_cell_accuracy,hard_demo_pair_exact_rate,hard_demo_task_exact,hard_export_equivalent,hard_export_sha256,hard_fixed_width_circuit_bits,hard_gates_per_cell_step,hard_invalid_cells,hard_invalid_denominator,hard_invalid_rate,hard_pair_exact_count,hard_pair_exact_rate,hard_task_exact,hardening_task_drop,lodo_cell_accuracy,lodo_pair_exact,model_description_bits,model_kind,neighborhood,parameter_count,parameter_storage_bits,seed,selected_by_demo,selected_horizon,shape_program,soft_cell_accuracy,soft_pair_exact_count,soft_pair_exact_rate,soft_task_exact,state_bits_per_cell,static_channels,status,task_id,test_active_cells,test_dense_macs,test_dynamic_gate_evaluations,test_executed_steps_per_example,test_fixed_point_steps,test_state_bit_updates,variant,workspace_columns,workspace_rows
,,,d4_bgpad,,1.0,1.0,1.0,,,,0.921875,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,0.9453125,0.0,23474,,moore_r2,,,-1,1.0,,,,,,,,,selected,3345333e,,,,,,,d4_bgpad_sparse,,
11,0.9453125,0.0,none,,,,,cuda,5.752505082986318,480,0.73046875,0.8671875,0.0,0.0,1.0,98a962c0bae719e820f55ea3b508d505a9ef6ebd4985745ba80c288aa28a33c0,2704,164,0,256,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,2624,83968,0,0.0,1,same,0.8046875,0.0,0.0,0.0,4,1,trained,3345333e,256,,41984,1,[null],1024,dl1,16,16
11,0.9453125,0.0,none,,,,,cuda,5.9646324889035895,480,0.85546875,0.8984375,0.0,0.0,1.0,5d5b8f59b769760955e1e6fc60d120a3ba4f4cd7259c6783e4d3ee93b866d46f,2704,164,0,256,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,2624,83968,1,0.0,1,same,0.85546875,0.0,0.0,0.0,4,1,trained,3345333e,256,,41984,1,[null],1024,dl1,16,16
11,0.9453125,0.0,none,,,,,cuda,5.691384337027557,480,0.796875,0.9296875,0.0,0.0,1.0,c949fe2171f43b573fbfa3e753de0e6dad1dde210ef2f3db747cd136fe66d34a,2704,164,0,256,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,2624,83968,2,1.0,1,same,0.796875,0.0,0.0,0.0,4,1,trained,3345333e,256,,41984,1,[null],1024,dl1,16,16
35,0.9453125,0.0,none,,,,,cuda,7.764666461967863,480,0.75,0.935546875,0.0,0.0,1.0,5cbd34c8118f87ddd49b7a6d35d774a3ad4cde9f97602d895c6721b7a50442d7,8376,484,2,256,0.0078125,0.0,0.0,0.0,0.0,,,,difflogic,,7744,247808,0,0.0,1,same,0.80078125,0.0,0.0,0.0,4,1,trained,3345333e,256,,123904,1,[null],1024,dl1_wide,16,16
40,0.9453125,0.0,none,,,,,cuda,6.864921547006816,480,0.7578125,0.947265625,0.0,0.0,1.0,05b1687cfc8011b20cc0cfec5226a220e10767249f52b0bfe36e1936a3f6fdbb,8376,484,0,256,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,7744,247808,1,1.0,1,same,0.79296875,0.0,0.0,0.0,4,1,trained,3345333e,256,,123904,1,[null],1024,dl1_wide,16,16
36,0.9453125,0.0,none,,,,,cuda,6.741211128071882,480,0.82421875,0.927734375,0.0,0.0,1.0,6b943f920e56de591011f0f486da7e226c2eef03920793add4ae7e5e3aa4ecc9,8376,484,0,256,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,7744,247808,2,0.0,1,same,0.82421875,0.0,0.0,0.0,4,1,trained,3345333e,256,,123904,1,[null],1024,dl1_wide,16,16
,,,,,,,1.0,,,,0.3469387755102041,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,,,,,,,,-1,1.0,,,,,,,,,selected,68b16354,,,,,,,sparse,,
,,,none,,1.0,1.0,1.0,,,,0.3469387755102041,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,0.21212121212121213,0.0,1923,,von_neumann_r1,,,-1,1.0,,,,,,,,,selected,68b16354,,,,,,,d4_sparse,,
,,,d4_bgpad,,1.0,1.0,1.0,,,,0.3469387755102041,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,0.21212121212121213,0.0,24243,,moore_r1,,,-1,1.0,,,,,,,,,selected,68b16354,,,,,,,d4_bgpad_sparse,,
29,0.21212121212121213,0.0,none,,,,,cuda,6.0525166019797325,480,0.10204081632653061,0.1919191919191919,0.0,0.0,1.0,8930158895d01760ec2552f09402e73ee6685dc41404af7d58b92d65fa50deec,2704,164,0,49,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,2624,83968,0,1.0,1,same,0.16326530612244897,0.0,0.0,0.0,4,1,trained,68b16354,49,,8036,1,[null],196,dl1,7,7
22,0.21212121212121213,0.0,none,,,,,cuda,5.933828916051425,480,0.061224489795918366,0.15151515151515152,0.0,0.0,1.0,f2475e00768c9230732d4e7754e3d1e7ba71404382f73e089a9f63d7a9e56fe5,2704,164,0,49,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,2624,83968,1,0.0,1,same,0.10204081632653061,0.0,0.0,0.0,4,1,trained,68b16354,49,,8036,1,[null],196,dl1,7,7
24,0.21212121212121213,0.0,none,,,,,cuda,5.925621933070943,480,0.08163265306122448,0.08080808080808081,0.0,0.0,1.0,4b4adec4c8fde40ab8587e33824e1bbdb256cfd5e32ece6957f268144a8c5ac5,2704,164,0,49,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,2624,83968,2,0.0,1,same,0.20408163265306123,0.0,0.0,0.0,4,1,trained,68b16354,49,,8036,1,[null],196,dl1,7,7
58,0.21212121212121213,0.0,none,,,,,cuda,7.1479062620783225,480,0.08163265306122448,0.10101010101010101,0.0,0.0,1.0,b31be519b928fbe8079023da527d2e2796925058d9a20c5eab705df32a9fe95f,8376,484,7,49,0.14285714285714285,0.0,0.0,0.0,0.0,,,,difflogic,,7744,247808,0,0.0,1,same,0.04081632653061224,0.0,0.0,0.0,4,1,trained,68b16354,49,,23716,1,[null],196,dl1_wide,7,7
67,0.21212121212121213,0.0,none,,,,,cuda,7.695225876988843,480,0.16326530612244897,0.1414141414141414,0.0,0.0,1.0,06cd9fbf03b7b87a2618a17f2ff0c509ecd8a6a7e123f41e1b85e0c624cf08d7,8376,484,0,49,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,7744,247808,1,1.0,1,same,0.1836734693877551,0.0,0.0,0.0,4,1,trained,68b16354,49,,23716,1,[null],196,dl1_wide,7,7
49,0.21212121212121213,0.0,none,,,,,cuda,7.117850828100927,480,0.1836734693877551,0.13131313131313133,0.0,0.0,1.0,f56276d118b0bba5f4a59435d22437c40e909273999715f64df249cd1ffe34c9,8376,484,3,49,0.061224489795918366,0.0,0.0,0.0,0.0,,,,difflogic,,7744,247808,2,0.0,1,same,0.20408163265306123,0.0,0.0,0.0,4,1,trained,68b16354,49,,23716,1,[null],196,dl1_wide,7,7
,,,,,,,1.0,,,,0.72,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,,,,,,,,-1,1.0,,,,,,,,,selected,7ee1c6ea,,,,,,,sparse,,
,,,none,,1.0,1.0,1.0,,,,0.72,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,0.78,0.0,1587,,von_neumann_r1,,,-1,1.0,,,,,,,,,selected,7ee1c6ea,,,,,,,d4_sparse,,
,,,d4_bgpad,,1.0,1.0,1.0,,,,0.72,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,0.78,0.0,29451,,von_neumann_r2,,,-1,1.0,,,,,,,,,selected,7ee1c6ea,,,,,,,d4_bgpad_sparse,,
23,0.78,0.0,none,,,,,cuda,6.824205980985425,480,0.0,0.21666666666666667,0.0,0.0,1.0,7dfc70b0b376026352789391aa73b3b73a5492a66f3718c38a7016501f24d968,2704,164,0,100,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,2624,83968,0,0.0,1,same,0.48,0.0,0.0,0.0,4,1,trained,7ee1c6ea,100,,16400,1,[null],400,dl1,10,10
24,0.78,0.0,none,,,,,cuda,6.7447237690212205,480,0.01,0.12,0.0,0.0,1.0,54f21f09000f9d34e892b2951de22a6f1452fda7e8a9daea58fff689b0e8aaf5,2704,164,6,100,0.06,0.0,0.0,0.0,0.0,,,,difflogic,,2624,83968,1,0.0,1,same,0.08,0.0,0.0,0.0,4,1,trained,7ee1c6ea,100,,16400,1,[null],400,dl1,10,10
20,0.78,0.0,none,,,,,cuda,6.838458337937482,480,0.31,0.30666666666666664,0.0,0.0,1.0,a0c140a9ff6dea36fdf5e4142ecac14b63b86e8a71a61ebaada5d0a0536ad8ee,2704,164,30,100,0.3,0.0,0.0,0.0,0.0,,,,difflogic,,2624,83968,2,1.0,1,same,0.66,0.0,0.0,0.0,4,1,trained,7ee1c6ea,100,,16400,1,[null],400,dl1,10,10
57,0.78,0.0,none,,,,,cuda,7.90926521003712,480,0.16,0.22666666666666666,0.0,0.0,1.0,2ed9696d9d19e8bb1fea083b2255d2a7d4e82c21796fd16239bb253116305dfb,8376,484,21,100,0.21,0.0,0.0,0.0,0.0,,,,difflogic,,7744,247808,0,0.0,1,same,0.15,0.0,0.0,0.0,4,1,trained,7ee1c6ea,100,,48400,1,[null],400,dl1_wide,10,10
59,0.78,0.0,none,,,,,cuda,8.065023564966395,480,0.43,0.4633333333333333,0.0,0.0,1.0,5101e771654c92dbcca4720b9a12543a4d01198f0d8e113bd901cb2747d4cd4e,8376,484,18,100,0.18,0.0,0.0,0.0,0.0,,,,difflogic,,7744,247808,1,1.0,1,same,0.34,0.0,0.0,0.0,4,1,trained,7ee1c6ea,100,,48400,1,[null],400,dl1_wide,10,10
48,0.78,0.0,none,,,,,cuda,7.954987674951553,480,0.38,0.36333333333333334,0.0,0.0,1.0,624beaec22ea9501a6cc9599aa6429bb668b35c5fb49ede5d95cdd04605400bc,8376,484,0,100,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,7744,247808,2,0.0,1,same,0.38,0.0,0.0,0.0,4,1,trained,7ee1c6ea,100,,48400,1,[null],400,dl1_wide,10,10
,,,,,,,1.0,,,,0.9753086419753086,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,,,,,,,,-1,1.0,,,,,,,,,selected,9b5080bb,,,,,,,sparse,,
,,,none,,1.0,1.0,1.0,,,,0.9753086419753086,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,0.9766803840877915,0.0,2005,,von_neumann_r2,,,-1,1.0,,,,,,,,,selected,9b5080bb,,,,,,,d4_sparse,,
,,,d4_bgpad,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,0.9766803840877915,0.0,,,,,,-1,1.0,,,,,,,,,no_deterministic_local_rule,9b5080bb,,,,,,,d4_bgpad_sparse,,
27,0.9766803840877915,0.0,none,,,,,cuda,9.156084747053683,480,0.24005486968449932,0.2729766803840878,0.0,0.0,1.0,9c6d7dc63420ceb7c8ab920fc340e2a2ae354ac02862fdfa1f79c2ed7441dced,2704,164,0,729,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,2624,83968,0,0.0,1,same,0.50480109739369,0.0,0.0,0.0,4,1,trained,9b5080bb,729,,119556,1,[null],2916,dl1,27,27
21,0.9766803840877915,0.0,none,,,,,cuda,9.01149439800065,480,0.598079561042524,0.864883401920439,0.0,0.0,1.0,cfa36bb97579aa18263eacd7916f09b3c1612b1176c0c4b64809bc6366227197,2704,164,54,729,0.07407407407407407,0.0,0.0,0.0,0.0,,,,difflogic,,2624,83968,1,1.0,1,same,0.6310013717421125,0.0,0.0,0.0,4,1,trained,9b5080bb,729,,119556,1,[null],2916,dl1,27,27
14,0.9766803840877915,0.0,none,,,,,cuda,9.426609946996905,480,0.7023319615912208,0.6844993141289437,0.0,0.0,1.0,bb471c2209314d55dd401578ddb2ea71c96d83767510c8fb2958dc1521b695b9,2704,164,0,729,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,2624,83968,2,0.0,1,same,0.3113854595336077,0.0,0.0,0.0,4,1,trained,9b5080bb,729,,119556,1,[null],2916,dl1,27,27
59,0.9766803840877915,0.0,none,,,,,cuda,11.3129878109321,480,0.5089163237311386,0.4663923182441701,0.0,0.0,1.0,614169093c190807319fc657139c858f5e3039fb21e275269f87bd2dbeca013e,8376,484,0,729,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,7744,247808,0,0.0,1,same,0.5089163237311386,0.0,0.0,0.0,4,1,trained,9b5080bb,729,,352836,1,[null],2916,dl1_wide,27,27
61,0.9766803840877915,0.0,none,,,,,cuda,10.10951802704949,480,0.7160493827160493,0.6886145404663924,0.0,0.0,1.0,c9b8fedc206efdc3b0b8f2051ed9b18f40b22c032471b82bda22957a192c03b4,8376,484,0,729,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,7744,247808,1,1.0,1,same,0.934156378600823,0.0,0.0,0.0,4,1,trained,9b5080bb,729,,352836,1,[null],2916,dl1_wide,27,27
60,0.9766803840877915,0.0,none,,,,,cuda,10.312626960105263,480,0.24005486968449932,0.2722908093278464,0.0,0.0,1.0,85b9404101afcf586e0e6a363a85314c5688128d5781fbcb23c6a059a47f3cd3,8376,484,0,729,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,7744,247808,2,0.0,1,same,0.7956104252400549,0.0,0.0,0.0,4,1,trained,9b5080bb,729,,352836,1,[null],2916,dl1_wide,27,27
,,,,,,,1.0,,,,0.5,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,,,,,,,,-1,1.0,,,,,,,,,selected,9caf5b84,,,,,,,sparse,,
,,,none,,1.0,1.0,1.0,,,,0.5,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,0.5892857142857143,0.0,1130,,von_neumann_r1,,,-1,1.0,,,,,,,,,selected,9caf5b84,,,,,,,d4_sparse,,
,,,d4_bgpad,,1.0,1.0,1.0,,,,0.5,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,0.5892857142857143,0.0,5838,,von_neumann_r1,,,-1,1.0,,,,,,,,,selected,9caf5b84,,,,,,,d4_bgpad_sparse,,
31,0.5892857142857143,0.0,none,,,,,cuda,6.668431031983346,480,0.5,0.125,0.0,0.0,1.0,f0eb73df42aa21cd004423ed3754b47b1442312f056b559e2e17f530092fc5bf,2704,164,12,24,0.5,0.0,0.0,0.0,0.0,,,,difflogic,,2624,83968,0,0.0,1,same,0.5,0.0,0.0,0.0,4,1,trained,9caf5b84,24,,3936,1,[null],96,dl1,6,6
27,0.5892857142857143,0.0,none,,,,,cuda,6.67049494094681,480,0.5,0.30357142857142855,0.0,0.0,1.0,1c225f91b829f42749d92797e0a36edcb168590ef2ac616e2ad0fc39109dd14f,2704,164,0,24,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,2624,83968,1,0.0,1,same,0.5,0.0,0.0,0.0,4,1,trained,9caf5b84,24,,3936,1,[null],96,dl1,6,6
30,0.5892857142857143,0.0,none,,,,,cuda,6.754125337000005,480,0.5,0.4107142857142857,0.0,0.0,1.0,f87d06c0adf9816722dc958c8d919c73fb6f1eaed85b773188a40c11eb481e16,2704,164,0,24,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,2624,83968,2,1.0,1,same,0.5,0.0,0.0,0.0,4,1,trained,9caf5b84,24,,3936,1,[null],96,dl1,6,6
69,0.5892857142857143,0.0,none,,,,,cuda,8.254275012994185,480,0.4583333333333333,0.3392857142857143,0.0,0.0,1.0,5c7ca8fb2854b2b617f166bdc048657b45571afc3d1306ea76f3e737dad10427,8376,484,0,24,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,7744,247808,0,0.0,1,same,0.5,0.0,0.0,0.0,4,1,trained,9caf5b84,24,,11616,1,[null],96,dl1_wide,6,6
64,0.5892857142857143,0.0,none,,,,,cuda,7.920114243985154,480,0.625,0.42857142857142855,0.0,0.0,1.0,9fa08e8c3a1350ed914ba0fbd01a3965f6b6fe4cebe98e36bfbeb472acfe645a,8376,484,3,24,0.125,0.0,0.0,0.0,0.0,,,,difflogic,,7744,247808,1,1.0,1,same,0.5,0.0,0.0,0.0,4,1,trained,9caf5b84,24,,11616,1,[null],96,dl1_wide,6,6
65,0.5892857142857143,0.0,none,,,,,cuda,7.657621328020468,480,0.5,0.4107142857142857,0.0,0.0,1.0,dc7a99292204156128397a2c36c176536975ea272b7f0111c12dcdca2d3b3c7d,8376,484,0,24,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,7744,247808,2,0.0,1,same,0.5,0.0,0.0,0.0,4,1,trained,9caf5b84,24,,11616,1,[null],96,dl1_wide,6,6
,,,,,,,1.0,,,,0.8333333333333334,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,,,,,,,,-1,1.0,,,,,,,,,selected,a04b2602,,,,,,,sparse,,
,,,d4,,1.0,1.0,1.0,,,,0.8101851851851852,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,0.8907216494845361,0.0,102516,,moore_r2,,,-1,1.0,,,,,,,,,selected,a04b2602,,,,,,,d4_sparse,,
,,,d4_bgpad,,1.0,1.0,1.0,,,,0.8125,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,0.8907216494845361,0.0,99188,,moore_r2,,,-1,1.0,,,,,,,,,selected,a04b2602,,,,,,,d4_bgpad_sparse,,
10,0.8907216494845361,0.0,d4,,,,,cuda,9.32742711296305,480,0.6273148148148148,0.6536082474226804,0.0,0.0,1.0,15ba70fabe0672825f93bae5a6bfc54a96a2481835eecc0610eb7873ed9603ec,2704,164,0,432,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,2624,83968,0,0.0,1,same,0.24537037037037038,0.0,0.0,0.0,4,1,trained,a04b2602,432,,70848,1,[null],1728,dl1,27,20
8,0.8907216494845361,0.0,d4,,,,,cuda,8.515345944906585,480,0.6273148148148148,0.6536082474226804,0.0,0.0,1.0,c4665922374674afcad2e1eb4aabdd97b1352ce6f6d0739992e7b049a14b5484,2704,164,0,432,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,2624,83968,1,1.0,1,same,0.5509259259259259,0.0,0.0,0.0,4,1,trained,a04b2602,432,,70848,1,[null],1728,dl1,27,20
8,0.8907216494845361,0.0,d4,,,,,cuda,8.626665357034653,480,0.24537037037037038,0.19175257731958764,0.0,0.0,1.0,e04f82d5caf8944912b2cfcc18036f645dffeffdcefd81cae55709dbfbb0384d,2704,164,0,432,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,2624,83968,2,0.0,1,same,0.24537037037037038,0.0,0.0,0.0,4,1,trained,a04b2602,432,,70848,1,[null],1728,dl1,27,20
38,0.8907216494845361,0.0,d4,,,,,cuda,15.831881682970561,480,0.24537037037037038,0.19175257731958764,0.0,0.0,1.0,dcf0151efcb6237c2755a124a5effbd24168b105482228a660a037a9d8dd04bc,8376,484,0,432,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,7744,247808,0,0.0,1,same,0.24537037037037038,0.0,0.0,0.0,4,1,trained,a04b2602,432,,209088,1,[null],1728,dl1_wide,27,20
43,0.8907216494845361,0.0,d4,,,,,cuda,13.784397076931782,480,0.24537037037037038,0.19175257731958764,0.0,0.0,1.0,29e1d51c8f53eb2db58b9cbfa822a4e587a39c108f54efb90ec540172d99b8a9,8376,484,0,432,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,7744,247808,1,0.0,1,same,0.5879629629629629,0.0,0.0,0.0,4,1,trained,a04b2602,432,,209088,1,[null],1728,dl1_wide,27,20
31,0.8907216494845361,0.0,d4,,,,,cuda,13.828739132964984,480,0.25,0.2190721649484536,0.0,0.0,1.0,df110d9882dd2de7154e2586522cde70ecc926d26ee259a98cbe95a83eeb376d,8376,484,0,432,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,7744,247808,2,1.0,1,same,0.2662037037037037,0.0,0.0,0.0,4,1,trained,a04b2602,432,,209088,1,[null],1728,dl1_wide,27,20
,,,,,,,1.0,,,,0.9453125,1.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,,,,,,,,,-1,1.0,,,,,,,,,selected,a834deea,,,,,,,sparse,,
,,,d4,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,0.9416243654822335,0.0,,,,,,-1,1.0,,,,,,,,,no_deterministic_local_rule,a834deea,,,,,,,d4_sparse,,
,,,d4_bgpad,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,0.9416243654822335,0.0,,,,,,-1,1.0,,,,,,,,,no_deterministic_local_rule,a834deea,,,,,,,d4_bgpad_sparse,,
6,0.9416243654822335,0.0,d4,,,,,cuda,6.228795256931335,480,0.9453125,0.9416243654822335,0.0,0.0,1.0,244e2d1abe1fbded622cd8e45599a2c453d724b5323ae73a0483f541e3733c12,2704,164,0,256,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,2624,83968,0,1.0,1,same,0.9453125,0.0,0.0,0.0,4,1,trained,a834deea,256,,41984,1,[1],1024,dl1,16,16
8,0.9416243654822335,0.0,d4,,,,,cuda,6.394831073004752,480,0.9453125,0.9416243654822335,0.0,0.0,1.0,6db61a0a6a394ead7bad819bd60b6f7b150586708bcd29848ba64d57b8497f7f,2704,164,0,256,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,2624,83968,1,0.0,1,same,0.859375,0.0,0.0,0.0,4,1,trained,a834deea,256,,41984,1,[1],1024,dl1,16,16
9,0.9416243654822335,0.0,d4,,,,,cuda,6.306110545061529,480,0.00390625,0.007614213197969543,0.0,0.0,1.0,04524251eeb9875190e252b5158cf7af401d9cad4486c74eded5d01b609bd233,2704,164,0,256,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,2624,83968,2,0.0,1,same,0.9453125,0.0,0.0,0.0,4,1,trained,a834deea,256,,41984,1,[null],1024,dl1,16,16
41,0.9416243654822335,0.0,d4,,,,,cuda,8.737011402030475,480,0.85546875,0.8578680203045685,0.0,0.0,1.0,9b35bb644d26fdeeea3cca9bfdf54a2b848c7afe8fc0edd9975972c148d32e61,8376,484,63,256,0.24609375,0.0,0.0,0.0,0.0,,,,difflogic,,7744,247808,0,0.0,1,same,0.9453125,0.0,0.0,0.0,4,1,trained,a834deea,256,,123904,1,[null],1024,dl1_wide,16,16
42,0.9416243654822335,0.0,d4,,,,,cuda,8.460677871014923,480,0.9453125,0.9416243654822335,0.0,0.0,1.0,fa5ef49b1cff81a1d65592a7c7a969c6e6f9d817d16330a8684539146533e79c,8376,484,0,256,0.0,0.0,0.0,0.0,0.0,,,,difflogic,,7744,247808,1,0.0,1,same,0.9453125,0.0,0.0,0.0,4,1,trained,a834deea,256,,123904,1,[1],1024,dl1_wide,16,16
